id,name,type,type_code,address,location,lon,lat,tel,pname,cityname,adname,business_area,tag,timestamp,rating,cost,tourism_score,traffic_score,facility_score
B0JB65FKY0,御苑中餐厅,餐饮服务;餐饮相关场所;餐饮相关,050000,云锦路688号上海西岸美高梅酒店58楼,"121.458120,31.162589",121.45812,31.162589,021-60588848,上海市,上海市,徐汇区,,,2026-01-29 09:13:40,4.1,770.0,0.43617021276595735,0.0,0.5
B00155KZJ3,桂花楼淮扬中餐厅(浦东香格里拉大酒店),餐饮服务;中餐厅;中餐厅,050100,富城路33号香格里拉大酒店浦江楼1楼,"121.499120,31.235426",121.49912,31.235426,021-28286888,上海市,上海市,浦东新区,,,2026-01-29 09:13:40,4.2,326.0,0.44680851063829785,0.0,1.0
B0FFG4W2CK,煮流碗乐(码头美食街店),餐饮服务;中餐厅;中餐厅,050100,城中南路菜场街50弄18-19号,"121.111939,31.145878",121.111939,31.145878,021-59801077;13814875508,上海市,上海市,青浦区,,,2026-01-29 09:13:40,4.3,115.0,0.4574468085106383,0.5,0.5
B0HKTZ28IV,小场合农家生态主题餐厅,餐饮服务;中餐厅;中餐厅|体育休闲服务;休闲场所;休闲场所,050100|080500,长兴镇凤滨路258号2号楼9,"121.685665,31.390448",121.685665,31.390448,021-56851717,上海市,上海市,崇明区,,,2026-01-29 09:13:40,4.3,96.0,0.9893617021276596,0.0,0.8333333333333334
B0FFKATPXU,红料理|串串有瘾(大华店),餐饮服务;中餐厅;火锅店,050117,真华路950号大华第一坊F2层,"121.411260,31.272849",121.41126,31.272849,021-61172272,上海市,上海市,宝山区,,,2026-01-29 09:13:40,4.3,74.0,0.4574468085106383,0.0,0.8333333333333334
B00155HQ0P,上海博物馆餐厅,餐饮服务;中餐厅;中餐厅,050100,人民大道201号上海博物馆(人民广场馆),"121.476185,31.228350",121.476185,31.22835,13243007602,上海市,上海市,黄浦区,,,2026-01-29 09:13:40,4.4,55.0,1.0,0.0,0.8333333333333334
B0FFHB4ELM,翠华餐厅(虹桥综合交通枢纽),餐饮服务;中餐厅;中餐厅,050100,虹桥路2550号虹桥综合交通枢纽F4层DF405,"121.327238,31.194090",121.327238,31.19409,021-60719358,上海市,上海市,闵行区,,,2026-01-29 09:13:40,4.2,70.0,0.44680851063829785,1.0,0.8333333333333334
B0I13YNCGT,前香汇餐厅QT Kitchen(前滩香格里拉店),餐饮服务;中餐厅;中餐厅,050100,海阳西路551号前滩香格里拉酒店,"121.481465,31.151310",121.481465,31.15131,021-20659410;13801931031,上海市,上海市,浦东新区,,,2026-01-29 09:13:40,4.3,310.0,0.4574468085106383,0.0,0.5
B00155MCBD,丽娃餐厅,餐饮服务;中餐厅;中餐厅,050100,中山北路3663号华东师范大学,"121.405114,31.224661",121.405114,31.224661,021-62233237;13764781961;15021512611,上海市,上海市,普陀区,,,2026-01-29 09:13:40,4.4,36.0,0.4680851063829787,0.0,0.8333333333333334
B0K32A2ZCK,绿茶餐厅(上海美兰湖店),餐饮服务;中餐厅;浙江菜,050106,吉贝路中集金地广场A馆5楼(美兰湖地铁站2号口步行130米),"121.348866,31.401149",121.348866,31.401149,15800302178,上海市,上海市,宝山区,,,2026-01-29 09:13:40,4.3,70.0,0.4574468085106383,0.0,0.8333333333333334
B0FFIIOWX4,皇粤餐厅(尚悦湾店),餐饮服务;中餐厅;广东菜(粤菜),050103,银城路66号尚悦湾购物中心LGb1110b,"121.510600,31.240867",121.5106,31.240867,021-68778070;15821511162,上海市,上海市,浦东新区,,,2026-01-29 09:13:41,4.2,109.0,0.44680851063829785,0.0,0.37499999999999994
B00154HMA8,白荣餐厅,餐饮服务;中餐厅;中餐厅,050100,山西南路322号(南京东路地铁站1号口步行300米),"121.481474,31.239087",121.481474,31.239087,021-63509705,上海市,上海市,黄浦区,,,2026-01-29 09:13:41,4.4,100.0,0.4680851063829787,0.0,0.37499999999999994
B00156EPH2,新旺茶餐厅(浦东嘉里新博店),餐饮服务;快餐厅;茶餐厅,050305,方甸路1201号新国际博览中心102室,"121.564631,31.212492",121.564631,31.212492,021-58910362,上海市,上海市,浦东新区,,,2026-01-29 09:13:41,4.6,86.0,0.48936170212765945,0.0,1.0
B0JG0ADAEY,舅醉家,餐饮服务;中餐厅;特色/地方风味餐厅,050118,山东中路255号舅醉家(南京东路地铁站3号口步行190米),"121.484368,31.235396",121.484368,31.235396,19102167178,上海市,上海市,黄浦区,,,2026-01-29 09:13:41,4.4,83.0,0.4680851063829787,0.0,0.625
B0J3RAX2FG,蔡老板茂月私房菜(中博睿集贸市场店),餐饮服务;中餐厅;中餐厅,050100,海潮路23号中福花苑一期(南浦大桥地铁站3号口步行360米),"121.499692,31.210931",121.499692,31.210931,021-53098229;19121372188,上海市,上海市,黄浦区,,,2026-01-29 09:13:41,4.4,82.0,0.4680851063829787,0.0,1.0
B0015118CD,上海喀什友好·新疆歌舞表演餐厅,餐饮服务;中餐厅;清真菜馆,050121,德平路42号(近浦东大道),"121.557665,31.253183",121.557665,31.253183,15026777383;15801871818,上海市,上海市,浦东新区,,,2026-01-29 09:13:41,4.4,69.0,0.4680851063829787,0.0,0.625
B0K03XZCXM,湖南街道淮中社区食堂,餐饮服务;中餐厅;中餐厅,050100,淮海中路与复兴中路交叉口北60米,"121.448111,31.210917",121.448111,31.210917,[],上海市,上海市,徐汇区,,,2026-01-29 09:13:41,4.5,34.0,0.4787234042553191,0.0,1.0
B0FFKMZKS9,八面玲珑龙虾坊主题餐厅(仓场店),餐饮服务;中餐厅;中餐厅,050100,新成路街道仓场路2728号,"121.266677,31.381466",121.266677,31.381466,021-59989658;15216697196,上海市,上海市,嘉定区,,,2026-01-29 09:13:41,4.2,90.0,0.44680851063829785,0.0,0.625
B0LA5LTULJ,蓉尚·粤闽经典(南京东路艾迪逊店),餐饮服务;中餐厅;中餐厅,050100,江西中路与沙市二路交叉口西60米,"121.485975,31.237675",121.485975,31.237675,[],上海市,上海市,黄浦区,,,2026-01-29 09:13:41,4.2,193.0,0.44680851063829785,0.0,0.37499999999999994
B001573IUC,聚香苑港式融合餐厅,餐饮服务;快餐厅;茶餐厅,050305,襄阳北路4号,"121.454197,31.220615",121.454197,31.220615,021-54035747;13761621489;18964981489,上海市,上海市,静安区,,,2026-01-29 09:13:41,4.4,119.0,0.4680851063829787,0.0,0.7499999999999999
